2019年09月02日 15:32,颜色分类:粉红色尺码:39,很喜欢   穿上很舒服   
2019年09月06日 09:54,颜色分类:粉红色尺码:37,发货快，帮同事买的，她还挺喜欢的，谢谢(*&deg;&forall;&deg;)=3
2019年09月02日 18:45,颜色分类:黑色尺码:37,好看 舒服
2019年09月03日 11:15,颜色分类:米白色尺码:36,好看，舒服
2019年09月06日 09:31,颜色分类:米白色尺码:39,舒服，好看
2019年08月27日 12:58,颜色分类:米白色尺码:37,好看喜欢
2019年08月29日 23:52,颜色分类:粉红色尺码:39,喜欢 好看
2019年08月29日 20:19,颜色分类:粉红色尺码:37,我很满意   刚好合适
2019年08月26日 23:44,颜色分类:粉红色尺码:37,舒适度：很舒服 爱了爱了 
2019年09月03日 09:17,颜色分类:粉红色尺码:35,鞋子收到了，很喜欢，质量也好
2019年08月23日 15:37,颜色分类:粉红色尺码:38,尺码标准，穿着也舒服
2019年08月23日 22:03,颜色分类:粉红色尺码:38,非常好穿的鞋子，回头客了
2019年08月28日 14:25,颜色分类:米白色尺码:37,质量特别好而且特别舒服
2019年08月26日 18:02,颜色分类:黑色尺码:38,很好，不错👌
2019年08月27日 16:04,颜色分类:粉红色尺码:38,棒棒棒，他家鞋子值得信赖！
2019年09月02日 19:57,颜色分类:米白色尺码:40,鞋子很漂亮。超级喜欢
2019年08月22日 18:50,颜色分类:米白色尺码:37,尺码很合适，也很好看，喜欢。
2019年08月26日 21:24,颜色分类:粉红色尺码:38,质量很好，穿上特舒服😃😄😄
2019年08月31日 13:55,颜色分类:粉红色尺码:36,很好看，穿着很舒服
2019年08月26日 17:57,颜色分类:黑色尺码:38,很好的卖家，已经收到货，期待继续出新品哦
2019年08月22日 15:16,颜色分类:粉红色尺码:38,舒适度：好评 
2019年08月22日 10:13,颜色分类:粉红色尺码:38,穿起来很舒服
2019年08月31日 16:20,颜色分类:粉红色尺码:38,穿上去身舒服 
2019年07月28日 18:09,颜色分类:粉红色尺码:37,鞋子收到啦，炒鸡美腻，炒鸡好看，已经在他们家第二次购买啦，依然很不错，🌹🌹
2019年08月24日 21:22,颜色分类:粉红色尺码:36,风格：好好好，喜欢的休闲款 
2019年09月02日 22:54,颜色分类:米白色尺码:37,鞋子不错 值得购买
2019年08月23日 15:03,颜色分类:黑色尺码:37,宝贝收到了，质量很好，穿在脚上很舒服，满意！
2019年08月09日 10:11,颜色分类:米白色尺码:37,鞋子很好看，穿上之后比想象的更好看，显腿细，穿上很舒服，很透气，卖家态度很好，发货速度也很快，推介购买哦
2019年08月25日 08:52,颜色分类:粉红色尺码:36,颜色挺好看的！我觉得
2019年09月05日 13:19,颜色分类:米白色尺码:37,鞋子真的很舒服，他家的忠实客户，喜欢
2019年08月22日 16:56,颜色分类:米白色尺码:37,好穿，舒服透气。
2019年08月24日 14:45,颜色分类:粉红色尺码:38,透气！舒服！棒棒哒！
2019年08月21日 16:55,颜色分类:黑色尺码:36,非常好，是我喜欢的，又可以美美的逛街了
2019年07月28日 17:23,颜色分类:米白色尺码:36,很不错的鞋，外观好看，大气的米白色，上脚舒适，大大的好评！
2019年09月05日 11:29,颜色分类:米白色尺码:38,棒棒哒穿着舒适
2019年08月25日 17:21,颜色分类:粉红色尺码:35,穿着非常舒服
2019年08月25日 09:21,颜色分类:米白色尺码:35,优秀好看，是自己想要的款式
2019年07月29日 15:20,颜色分类:粉红色尺码:38,"鞋子质量很好又物美价廉，鞋底很 软不是那种硬梆的走路多了也不累,脚透气性 好,大热天穿着也不闷,很满意！会继续关注的 "
2019年08月29日 18:02,颜色分类:粉红色尺码:37,很喜欢    质量不错
2019年08月27日 22:09,颜色分类:粉红色尺码:36,很舒适 质量不错
2019年08月21日 15:18,颜色分类:粉红色尺码:35,喜欢😍
2019年09月02日 17:59,颜色分类:粉红色尺码:35,很好看，开学送妹妹的
2019年08月26日 11:53,颜色分类:米白色尺码:37,穿着太舒服了
2019年08月25日 08:12,颜色分类:黑色尺码:38,回购回购呀 上班穿超轻超舒服，不累脚
2019年08月27日 12:34,颜色分类:米白色尺码:38,风格：简单随性 
2019年08月30日 15:57,颜色分类:粉红色尺码:36,透气，长个啊哈哈
2019年09月02日 19:32,颜色分类:黑色尺码:37,很喜欢合适
2019年09月02日 23:27,颜色分类:米白色尺码:38,这是我购物来让我最满意的一次购物。
2019年09月06日 12:26,颜色分类:粉红色尺码:39,这是我回购的第二双了   好好穿的  值得购买
2019年08月31日 10:57,颜色分类:粉红色尺码:36,非常漂亮，很喜欢！
2019年09月01日 00:21,颜色分类:粉红色尺码:38,好评好评，鞋子很好看
2019年08月23日 18:30,颜色分类:粉红色尺码:38,一如既往的好哟，是她家忠实粉丝了
2019年09月07日 15:19,颜色分类:粉红色尺码:35,鞋子很好透气，发货快
2019年08月25日 09:32,颜色分类:米白色尺码:36,非常美丽的宝贝，大爱！
2019年08月27日 17:17,颜色分类:米白色尺码:36,这个真真是很好穿！物超所值哇哇哇哇哇！
2019年08月27日 15:41,颜色分类:黑色尺码:36,舒服透气
2019年08月03日 20:24,颜色分类:米白色尺码:36,鞋帮高度：适合 鞋底材质：很软和舒服，感觉有弹性 舒适度：穿起来很舒服 风格：喜欢喜欢 
2019年08月31日 14:21,颜色分类:粉红色尺码:37,挺好的 在这家店买过很多次了
2019年08月28日 19:35,颜色分类:黑色尺码:37,鞋子收到了，非常喜欢，质量杠杠的，卖家服务也很好当天就给发货了
2019年09月04日 15:32,颜色分类:米白色尺码:36,风格：很喜欢哦！ 
2019年09月03日 23:41,颜色分类:米白色尺码:38,非常好看，质量好，百搭，
2019年08月21日 12:51,颜色分类:粉红色尺码:36,质量很好，穿着舒服
2019年09月04日 10:12,颜色分类:黑色尺码:37,发货速度快，鞋子非常棒，休闲
2019年08月25日 19:06,颜色分类:粉红色尺码:36,鞋子很舒服
2019年07月05日 21:51,,"评价方未及时做出评价,系统默认好评!"
2019年09月01日 14:27,颜色分类:粉红色尺码:36,鞋子很好呀！！！！
2019年08月31日 10:14,颜色分类:米白色尺码:39,很不错的鞋子
2019年09月05日 13:57,颜色分类:黑色尺码:37,非常好的鞋子
2019年08月29日 11:36,颜色分类:米白色尺码:36,物流快  质量好  一直都是我买鞋的不二选择
2019年08月25日 17:16,颜色分类:粉红色尺码:36,很不错，帮朋友买的，安利一波
2019年09月04日 20:01,颜色分类:粉红色尺码:37,鞋子非常好，非常喜欢，赞赞赞赞赞赞赞赞赞赞赞！
2019年09月04日 09:26,颜色分类:黑色尺码:36,鞋子舒服是最重要的，满意。
2019年09月04日 23:21,颜色分类:粉红色尺码:34,一如既往的好(✪▽✪)支持
2019年08月27日 19:53,颜色分类:米白色尺码:38,鞋子不错
2019年08月31日 10:37,颜色分类:粉红色尺码:36,东西不错哦
2019年08月30日 07:42,颜色分类:粉红色尺码:34,很棒的鞋子
2019年08月21日 21:43,颜色分类:黑色尺码:37,不错 舒服买过很多次了
2019年08月09日 09:22,颜色分类:粉红色尺码:38,鞋帮高度：合适 鞋底材质：柔软 舒适度：舒适 风格：喜欢巨喜欢哦😘 
2019年08月23日 22:10,颜色分类:粉红色尺码:37,鞋子棒棒哒！老客户了！商家值得推荐
2019年09月04日 23:17,颜色分类:粉红色尺码:36,挺好的，老顾客，每次有新款都会来看一看
2019年08月21日 18:54,颜色分类:粉红色尺码:35,物有所值物美价廉值得推荐
2019年09月02日 16:21,颜色分类:粉红色尺码:37,鞋子很好，物美价廉，很好穿
2019年08月27日 00:01,颜色分类:黑色尺码:37,鞋子很合脚，很漂亮，喜欢，好评
2019年08月22日 14:13,颜色分类:粉红色尺码:35,  老爹鞋很赞。复购了2双
2019年09月02日 23:20,颜色分类:黑色尺码:39,超级舒服，我是他家忠实顾客了。喜欢😘
2019年08月30日 21:04,颜色分类:黑色尺码:38,很喜欢特别的舒服
2019年08月22日 08:11,颜色分类:米白色尺码:34,喜欢，特别舒服！！！还很轻，很适合夏天
2019年09月01日 11:10,颜色分类:黑色尺码:36,质量很好，适合这个季节穿
2019年09月05日 22:26,颜色分类:米白色尺码:38,质量好，卖家人很好发货快，特别满意！
2019年08月21日 16:45,颜色分类:黑色尺码:37,很好，漂亮极了
2019年09月06日 16:14,颜色分类:粉红色尺码:37,非常满意，很好看的一双鞋子
2019年09月07日 19:04,颜色分类:粉红色尺码:36,很喜欢，一直在这家鞋店买鞋。超级好看
2019年08月21日 22:17,颜色分类:粉红色尺码:38,很满意的一次购物
2019年09月07日 10:20,颜色分类:粉红色尺码:35,老顾客了   很舒服
2019年08月22日 16:28,颜色分类:米白色尺码:37,很好、多次购买
2019年09月05日 18:15,颜色分类:粉红色尺码:36,质量好，很百搭。
2019年07月01日 18:02,颜色分类:米白色尺码:37,我这是买的第二双米色的，性价比很高，鞋很轻又舒服
2019年08月30日 19:05,颜色分类:黑色尺码:40,好看，喜欢
2019年08月05日 07:52,颜色分类:粉红色尺码:34,鞋帮高度：鞋帮高度正好呀，不会太低不会太高 鞋底材质：鞋底很软，走路不累脚 舒适度：很舒服，不空旷也不会磨脚 风格：老爹鞋风格，很喜欢，而且完全没有色差 
2019年08月30日 18:04,颜色分类:米白色尺码:34,非常舒服，很好看
2019年08月28日 13:40,颜色分类:粉红色尺码:38,很舒适，超级喜欢
2019年08月25日 10:53,颜色分类:粉红色尺码:40,二次买了，很好哦
2019年08月31日 17:10,颜色分类:米白色尺码:37,好，多次购买
2019年08月25日 15:00,颜色分类:粉红色尺码:37,挺好的，给我姐姐又买了一双
2019年08月26日 08:09,颜色分类:黑色尺码:37,很透气很舒服，喜欢
2019年07月31日 09:56,颜色分类:米白色尺码:38,鞋帮高度：很舒服，刚好！ 鞋底材质：材质很舒服，透气性也很好，一点不闷脚 舒适度：很柔软，很少买到这么合脚的鞋 风格：很喜欢！闺蜜朋友都说好看😊还问我在哪里买的！ 
2019年08月24日 08:26,颜色分类:粉红色尺码:38,不错的哦，五星好评
2019年08月29日 10:07,颜色分类:粉红色尺码:36,很好，穿上很舒服
2019年08月09日 12:01,颜色分类:粉红色尺码:39,这鞋可以啊，可以！穿上了立马感觉自己仙仙的😂😂第一双粉色的鞋子。必须评价下。
2019年05月18日 19:11,,"评价方未及时做出评价,系统默认好评!"
2019年08月21日 14:19,颜色分类:粉红色尺码:38,一如既往的，好呢 
2019年08月27日 20:53,颜色分类:米白色尺码:36,不错
2019年08月18日 21:16,颜色分类:米白色尺码:37,舒适度：非常舒服 鞋帮高度：鞋帮高度正合适 鞋底材质：鞋底柔软 
2019年08月31日 19:16,颜色分类:黑色尺码:38,鞋子质量很好，很满意
2019年08月27日 21:12,颜色分类:粉红色尺码:34,卖家发货很快，鞋子和图片一样很好看
2019年08月01日 18:59,颜色分类:粉红色尺码:38,宝贝收到了，非常漂亮，颜色款式跟照片上一摸一样，穿着非常舒服合适，质量很好，物美价廉，值得推荐给大家哦。物流快，客服服务好。
2019年08月29日 08:04,颜色分类:粉红色尺码:35,他们家的鞋我一直买就是买它
2019年08月13日 17:33,颜色分类:粉红色尺码:37,嘻嘻嘻～我又来了，这次买的粉色款，很适合夏天呢，他家每款我都爱，又该换季了，买起来～ 鞋帮高度：很适合我这个小矮子 鞋底材质：很柔软 舒适度：一点也不磨脚 风格：个人认为偏休闲 
2019年08月26日 13:08,颜色分类:粉红色尺码:39,不错，穿着舒服
2019年08月29日 15:25,颜色分类:黑色尺码:39,穿着很舒服 快递也很快 服务态度也很好
2019年08月24日 22:33,颜色分类:粉红色尺码:38,超级超级超级喜欢～nice！
2019年07月29日 10:35,颜色分类:粉红色尺码:35,鞋子不错  透气舒适百搭  喜欢的小姐姐不要犹豫了
2019年09月20日 11:00,颜色分类:黑色尺码:39,好穿不闷脚
2019年08月27日 11:55,颜色分类:粉红色尺码:38,超爱哦 很舒服
2019年08月28日 20:21,颜色分类:粉红色尺码:37,很舒服很好看
2019年09月07日 13:26,颜色分类:黑色尺码:37,简直太喜欢了 
2019年08月26日 21:04,颜色分类:黑色尺码:35,穿得挺舒服的
2019年08月25日 11:50,颜色分类:粉红色尺码:37,收到很满意
2019年08月06日 08:06,颜色分类:粉红色尺码:37,试了一下，非常满意舒适，透气又漂亮，刚好没有这个颜色，粉色系美美哒。还自带香味，值得拥有。
2019年08月28日 04:44,颜色分类:粉红色尺码:37,鞋子超好看，喜欢
2019年09月04日 22:20,颜色分类:粉红色尺码:37,鞋子很舒服，满意
2019年08月28日 18:34,颜色分类:黑色尺码:36,鞋子收到了 很喜欢。
2019年08月25日 11:52,颜色分类:粉红色尺码:38,挺好的   不错   卖家服务态度很好，穿上也很舒服
2019年07月30日 12:17,颜色分类:粉红色尺码:36,鞋子穿着轻巧，休闲，也蛮好看的，很是喜欢。马上要去旅游了，等穿出去走一圈再来追评其舒适度。
2019年08月03日 15:40,颜色分类:黑色尺码:39,鞋帮高度：高度合适可以增高  鞋底材质：鞋底适合走路，不会很重。 舒适度：不夹脚，非常好走，旅游和逛街都很合适。  风格：百搭，一穿鞋撑起衣柜各种衣服。 
2019年08月28日 13:44,颜色分类:粉红色尺码:36,很好 不错哦
2019年08月21日 16:22,颜色分类:粉红色尺码:37,好好看 喜欢
2019年09月03日 01:37,颜色分类:粉红色尺码:35,很好看很好穿
2019年08月25日 11:33,颜色分类:黑色尺码:37,不错满意
2019年09月02日 19:56,颜色分类:黑色尺码:38,超级好看
2019年08月21日 19:08,颜色分类:粉红色尺码:37,不错很好
2019年09月03日 10:44,颜色分类:粉红色尺码:36,可以，很喜欢，经常来
2019年08月23日 10:19,颜色分类:粉红色尺码:38,很好 不错  版型也很好看  ！！！！
2019年09月07日 21:29,颜色分类:米白色尺码:37,这个季节还是满舒服的穿，好评了
2019年08月29日 20:27,颜色分类:粉红色尺码:35,老婆穿，喜欢
2019年08月01日 11:19,颜色分类:粉红色尺码:37,很喜欢，很好看，比图片还要立体，版型也是很少女很舒适的版型，绝对不显脚大！然后颜色是比较喜欢的粉色，搭配夏季的浅色裙子特别好！
2019年09月02日 14:03,颜色分类:粉红色尺码:37,太棒了吧
2019年08月20日 09:36,颜色分类:粉红色尺码:37,鞋帮高度：穿着很舒服，但是有一定高度，这样穿牛仔裤会很好看，显腿瘦点！ 舒适度：很舒服，现在偶尔抱孩子，所以对鞋的要求高点，这双鞋穿着很舒服，抱孩子走起路来一点都不累，脚下会有一个轻微弹性撑着 
2019年08月28日 19:00,颜色分类:粉红色尺码:36,很nice
2019年08月20日 17:36,颜色分类:米白色尺码:38,漂亮，舒适，棒棒哒！忐忑不安的心情很惊喜！👍🏻👍🏻👍🏻
2019年08月06日 08:42,颜色分类:米白色尺码:36,没想到这么便宜的价格买这么好的鞋子！鞋不重还显高！真棒
2019年08月25日 22:56,颜色分类:米白色尺码:34,很不错，非常舒服！
2019年07月30日 08:32,颜色分类:粉红色尺码:34,很满意的一次购物，没有色差，质量也好，还送了很多东西
2019年08月14日 13:34,颜色分类:粉红色尺码:37,鞋子很漂亮啊，透气性好，穿上去也很舒服
2019年08月02日 13:08,颜色分类:粉红色尺码:39,鞋帮高度：OK 鞋底材质：还行 舒适度：合脚 风格：好看 
2019年08月05日 21:03,颜色分类:粉红色尺码:36,鞋子很轻便  穿的舒服  适合我带小孩出去玩耍  下次再来拍白色
2019年08月27日 23:58,颜色分类:粉红色尺码:37,很好，试了一下，很看
2019年08月22日 14:15,颜色分类:粉红色尺码:38,质量很好，尺码标准。物流很快
2019年08月03日 17:26,颜色分类:粉红色尺码:38,颜色特别好看，穿着特别舒服，鞋底特别有弹性，透气性特别好，
2019年08月04日 17:47,颜色分类:米白色尺码:36,鞋帮高度：鞋子收到穿了一段世间才来评价，真的是特别舒适漂亮大气的一款，有喜欢的美女赶紧下手哦！ 
2019年07月29日 19:07,颜色分类:米白色尺码:37,鞋子质量很好，穿起来也舒服，夏天穿建议买大一号，发货很快！
2019年08月16日 17:29,颜色分类:米白色尺码:37,鞋子收到了，样式设计简约大气，高度设计很合理，穿着很舒服，价钱还这么实惠，很满意的一次购物
2019年08月24日 19:54,颜色分类:黑色尺码:36,很好，买过很多次了
2019年07月31日 07:47,颜色分类:米白色尺码:36,鞋帮高度：合适 鞋底材质：挺软的，不硌脚 舒适度：挺舒服的 风格：是我喜欢的老爹鞋 
2019年08月24日 18:10,颜色分类:黑色尺码:35,喜欢，是我想要的款
2019年08月21日 23:44,颜色分类:黑色尺码:38,店铺回购很多次了，性价比高，物流也快
2019年07月30日 21:50,颜色分类:黑色尺码:35,现在很流行这种鞋子，穿着舒适好搭配，真的很百搭，棒棒哒&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;
2019年08月06日 21:47,颜色分类:粉红色尺码:35,超级喜欢 粉粉的 好看又百搭，很舒服，时间长了也不累，鞋底很软，比较透气 夏天穿正好
2019年09月20日 16:24,颜色分类:粉红色尺码:35,物流很快，鞋子不错
2019年08月13日 14:40,颜色分类:米白色尺码:35,宝贝已试穿还不错，平时穿35码的刚刚好，不累脚好评，放心购买
2019年07月29日 09:08,颜色分类:米白色尺码:38,非常好看的鞋子，鞋型很好，不塌，是我喜欢的款式，颜色很百搭，也很适合夏天穿，穿上不闷脚，也不累脚，整体都非常的满意
2019年07月29日 21:35,颜色分类:粉红色尺码:40,款式质量不错透气，喜欢的可以买
2019年08月04日 15:17,颜色分类:粉红色尺码:39,鞋帮高度：刚好，穿着舒服 鞋底材质：柔软不硌脚啦 舒适度：很舒服 风格：颜色很正宗，很漂亮，我喜欢 
2019年08月25日 09:36,颜色分类:粉红色尺码:39,可以，不错
2019年08月12日 22:53,颜色分类:黑色尺码:34,"鞋子质量不错哟,有增高效果,穿上超显腿长。颜色好看,是白粉色的,很好搭配衣服,防滑性好!尺码是标准的哦"
2019年07月28日 16:09,颜色分类:粉红色尺码:39,鞋底材质：柔软 舒适度：挺舒服 风格：出来浪吧 
2019年08月23日 17:21,颜色分类:粉红色尺码:36,挺好的，不错哦
2019年08月14日 12:38,颜色分类:米白色尺码:38,此用户没有填写评价。
2019年06月03日 15:26,颜色分类:粉红色尺码:35,先帮妈妈买了一双，她说比老人鞋要时尚，好看。我自己也非常喜欢，就选了双粉色的。收到感觉这鞋是老少通吃，粉色少女感爆棚。透气，有弹性，颜值还很高！买买买！
2019年08月02日 22:23,颜色分类:粉红色尺码:38,鞋帮高度：鞋帮高度适中，鞋底软穿着舒服，长时间走路也不累脚，透气性好，颜色也是美美哒，搭衣好搭配 
2019年08月17日 10:03,颜色分类:米白色尺码:38,鞋子收到了，穿着很舒适，透气性也很好！衣服很好搭配，很不错
2019年09月03日 16:25,颜色分类:粉红色尺码:39,质量好，发货快。
2019年08月11日 07:51,颜色分类:黑色尺码:37,鞋帮高度：到脚踝处 鞋底材质：软的那种，，反正挺舒适  舒适度：舒适 风格：运动休闲吧 
2019年08月08日 14:15,颜色分类:粉红色尺码:36,舒适度：全五星好评，颜色很好看 
2019年08月18日 17:09,颜色分类:黑色尺码:39,鞋帮高度：中等 鞋底材质：软 舒适度：非常舒适不夹脚 风格：非常喜欢这个款 
2019年09月01日 15:41,颜色分类:黑色尺码:36,质量非常好
2019年08月06日 18:26,颜色分类:粉红色尺码:37,鞋底材质：鞋底很软 舒适度：质量非常好，颜色也好看，上脚很舒服，很喜欢，百搭的休闲鞋  
2019年08月05日 13:30,颜色分类:米白色尺码:39,鞋帮高度：鞋子很舒服  底子很软的  高度五厘米左右很合适的  穿着爬山都可以    夏天穿也不是很热的 
2019年08月14日 19:03,颜色分类:米白色尺码:38,质量不错，舒服，值得关注
2019年08月04日 12:25,颜色分类:黑色尺码:35,在这家店买过好多次鞋子了，每次的鞋底质量都特别满意，走路久了也不会觉得痛！！颜色也特别少女，挺喜欢的。
2019年08月02日 14:18,颜色分类:米白色尺码:34,鞋子本身很不错，轻巧好打理好搭配。只是，我也出现了磨脚的问题，也许买大一码会好一些。
2019年08月05日 17:45,颜色分类:粉红色尺码:35,刚试穿了一下，非常美的鞋子，舒服的不要不要的，而且特别轻快，还很透气呢，很开心的一次购物，真心话哦
2019年08月27日 19:12,颜色分类:米白色尺码:38,质量不错
2019年09月06日 09:49,颜色分类:粉红色尺码:35,质量不错
2019年07月28日 09:06,颜色分类:粉红色尺码:37,鞋帮高度：刚刚好 鞋底材质：软 舒适度：不错 风格：百搭 
2019年08月09日 23:52,颜色分类:粉红色尺码:38,鞋子已经收到了，穿着大小很合适，鞋底是我喜欢的高度，哈哈，而且鞋子粉嫩嫩的，感觉减龄，喜欢喜欢。
2019年08月02日 17:53,颜色分类:粉红色尺码:37,风格独特，透气性强，穿着舒服，款式新颖。质量一如既往的要好，超实惠
2019年08月15日 12:05,颜色分类:米白色尺码:38,可以，可以，已经买了好几双了，朋友拖着帮忙买，好看又舒适
2019年08月02日 22:46,颜色分类:粉红色尺码:36,鞋帮高度：刚刚好不高不矮 鞋底材质：很柔软舒服 舒适度：不磨脚挺好的 风格：可以呀 
2019年07月28日 09:40,颜色分类:粉红色尺码:35,鞋子质量很好，网面的很透气，穿上走路很舒服，一点都不累脚，这颜色很少女，搭配衣服很好看
2019年08月15日 12:32,颜色分类:粉红色尺码:37,鞋子真的超级好穿，这次是买给朋友的，朋友也超喜欢，正好也是朋友喜欢的颜色和款式，朋友说穿了很舒服，下次要一起穿着出去玩！
2019年07月25日 17:31,,"评价方未及时做出评价,系统默认好评!"
2019年07月29日 11:22,颜色分类:粉红色尺码:39,喜欢粉色，穿起来不仅舒适而且美美哒。
2019年08月10日 13:42,颜色分类:粉红色尺码:36,鞋帮高度：正常高度不磨脚 透气，质感很好 颜色也很正，穿着很舒服，很满意的一次购物 
2019年08月02日 14:09,颜色分类:粉红色尺码:37,鞋子不错，很合脚，颜色好看
2019年05月23日 20:30,,"评价方未及时做出评价,系统默认好评!"
2019年08月19日 09:17,颜色分类:粉红色尺码:36,好评 一只在他家买鞋子 很舒服 也百搭
2019年08月16日 15:54,颜色分类:黑色尺码:34,鞋帮高度：合适 舒适度：很柔软 风格：搭配什么衣服都可以，可甜可盐～ 
2019年08月13日 12:46,颜色分类:米白色尺码:39,鞋子很好，大小合适，款式好看，价格便宜，鞋底好软，走路舒服轻便！现在穿正好，值得推荐购买
2019年08月07日 18:24,颜色分类:黑色尺码:36,鞋帮高度：挺合适的 鞋底材质：没有硌脚，挺舒服的 舒适度：不会磨脚 风格：是我喜欢的，很棒！ 
2019年07月30日 13:53,颜色分类:米白色尺码:36,鞋子穿了很舒服，不打脚，很不错的一双美鞋，喜欢的朋友可以放心购买了！本人很喜欢！物美价廉，很值得的一双鞋子！以后还会来的！
2019年08月15日 23:04,颜色分类:黑色尺码:38,在这家买了那么多双浅色的鞋子。这次选择黑色的，款式，颜色，质量依然没让我失望！非常满意！
2019年07月29日 14:37,颜色分类:粉红色尺码:37,鞋子很好，透气舒服
2019年08月08日 18:58,颜色分类:粉红色尺码:39,鞋子收到啦，好评哟！穿着非常地舒服，休闲风格，整体搭配起来很好看呢！喜欢的就下单，不用犹豫。😄
2019年07月30日 18:17,颜色分类:黑色尺码:38,因为要出去旅游，特意买双黑色，穿上很轻便简单 ，跟部高度很合适舒服。赞一个！
2019年07月30日 15:58,颜色分类:粉红色尺码:34,粉色是我的最爱，颜色正，时尚百搭，网状的的透气性好，鞋底穿着很舒服。
2019年08月28日 10:22,颜色分类:黑色尺码:36,收到货了，很喜欢这个
2019年08月16日 14:20,颜色分类:粉红色尺码:36,鞋子穿上超级舒服，很透气，粉色的很减龄，穿上显高，不磨脚，质量也不错哦，价格划算，挺满意。
2019年07月30日 20:16,颜色分类:黑色尺码:36,鞋帮高度：高度合适 鞋底材质：很柔软 舒适度：穿了几天不磨脚 风格：休闲 
2019年08月02日 10:17,颜色分类:黑色尺码:35,很漂亮很时尚很休闲的鞋子，大小尺寸合适，是标准码，跟描述的一样，质量好，颜色也很正，上脚很舒服
2019年08月17日 15:42,颜色分类:粉红色尺码:39,鞋子哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈太好了想一直在这家买鞋，走路很舒适透气，款式时尚，哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈诚信第一服务第一值得购买！赞赞赞！一定会回购！哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈好！
2019年08月10日 14:15,颜色分类:粉红色尺码:36,鞋帮高度：挺好的 鞋底材质：非常舒服透气 舒适度：很舒适 风格：百搭风格 
2019年07月28日 13:57,颜色分类:黑色尺码:38,鞋帮高度：合适的呢 鞋底材质：鞋底软的 舒适度：很舒服，也不磨脚， 
2019年08月20日 10:25,颜色分类:粉红色尺码:37,鞋子质量很好，夏天穿也很透气，舒适，款式也是很新颖的，客服推荐的尺码也正好，是一次愉快的购物
2019年07月29日 16:47,颜色分类:粉红色尺码:36,鞋子颜色正很适合少女心，夏天穿透气舒适又时尚，穿着舒服。
2019年08月08日 16:25,颜色分类:米白色尺码:35,白色很百搭，鞋子很适合我这种小矮子哈哈哈，夏天怎么搭配都可以，还显高呢
2019年07月31日 13:37,颜色分类:粉红色尺码:36,鞋帮高度：合适 鞋底材质：柔软很轻 舒适度：挺舒服的 风格：喜欢 
2019年08月12日 20:04,颜色分类:米白色尺码:39,鞋底材质：鞋子透气凉爽，鞋底柔软舒适，穿上很轻便，做工材质都挺好的。 
2019年09月04日 13:08,颜色分类:粉红色尺码:37,满意，下次再来~
2019年08月15日 21:13,颜色分类:黑色尺码:38,鞋子的脚感不错，可惜我自己是胖脚，需要穿几天才会合脚才够宽松，买39码的话又嫌太长，38码长度好，但宽度还是稍显不够的。谁让自己是胖脚呢。
2019年08月12日 16:45,颜色分类:黑色尺码:36,店已经收藏很久了，应该是还不错，货比想象的好，包装看起来很好，做工质地都好的没话说，穿上很舒服，超赞。
2019年08月13日 09:40,颜色分类:黑色尺码:39,透气性好，鞋底高度刚好也不硬，休闲邻适
2019年08月11日 09:12,颜色分类:粉红色尺码:38,我夏天不爱穿凉鞋，这款鞋真的是福音啊，透气舒适，还增高，款式也很百搭
2019年08月06日 08:49,颜色分类:粉红色尺码:36,舒适度：透气舒适，颜色好看 
2019年08月05日 13:52,,"评价方未及时做出评价,系统默认好评!"
2019年08月09日 08:19,颜色分类:粉红色尺码:35,鞋子收到，粉粉的。很少女心，哈哈哈，最喜欢的一个颜色。穿着很合脚，好看，还很轻薄
2019年08月04日 20:29,颜色分类:米白色尺码:37,鞋子尺码刚好，穿起来很舒服，一点都不磨脚，颜色不是庸俗的那种
2019年08月06日 06:49,颜色分类:粉红色尺码:38,夏季一定要有一双舒适的运动鞋 出去玩方便呀。舒适百搭，款式新颖，喜欢
2019年08月06日 16:25,颜色分类:粉红色尺码:38,鞋帮高度：合适 鞋底材质：非常柔软 舒适度：非常舒适 风格：喜欢 
2019年08月01日 21:55,颜色分类:粉红色尺码:35,鞋帮高度：合适 鞋底材质：柔软 舒适度：很好 风格：喜欢 
2019年08月18日 08:46,颜色分类:粉红色尺码:38,鞋子质量不错，颜色和样式都和图片一样，穿着很舒服，也不累脚，也好配衣服，不错的鞋子
2019年08月03日 15:18,颜色分类:米白色尺码:36,鞋帮高度：矮个子的福音，可以增高三四厘米😏 鞋底材质：软硬适中，不累脚 
2019年08月08日 21:43,颜色分类:黑色尺码:36,鞋子质量很好，穿上舒服
2019年08月02日 19:15,颜色分类:粉红色尺码:39,鞋子很舒服，高度适中走长路也不会感觉到累，而且也很百搭
2019年08月12日 17:48,颜色分类:米白色尺码:34,第二次买了，质量一如既往的好，下次还会回购
2019年08月12日 09:09,颜色分类:粉红色尺码:35,鞋子颜色很好看，穿着也特别的舒服，鞋子很软很喜欢
